City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Khaga,IN,25.7833,81.1167,61.86,77,17,1.61,few clouds
348,Doha,QA,25.2867,51.5333,60.78,85,0,0.0,clear sky
349,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.66,85,6,7.74,clear sky
350,Vitim,RU,59.4511,112.5578,11.57,92,100,9.13,light snow
351,Ayagoz,KZ,47.9714,80.4392,-3.14,89,74,5.64,broken clouds
352,Carnarvon,AU,-24.8667,113.6333,96.87,36,32,9.22,scattered clouds
353,Marsh Harbour,BS,26.5412,-77.0636,73.65,60,23,16.46,few clouds
354,Sayyan,YE,15.1718,44.3244,49.62,31,1,1.5,clear sky
355,Wuwei,CN,37.9281,102.6414,24.06,27,70,4.05,broken clouds
356,Grindavik,IS,63.8424,-22.4338,28.87,69,75,25.32,broken clouds
357,Bonga,ET,7.2833,36.2333,62.13,79,98,0.31,overcast clouds
358,San Patricio,US,28.017,-97.5169,35.83,75,74,16.15,broken clouds
359,Bengkulu,ID,-3.8004,102.2655,80.4,76,97,2.73,overcast clouds
360,Bud,US,39.447,-86.1758,21.85,92,100,15.23,light snow
361,Ouesso,CG,1.6136,16.0517,69.3,74,100,1.9,overcast clouds
362,Hanzhong,CN,33.0728,107.0303,45.54,51,25,2.66,scattered clouds
363,Tarko-Sale,RU,64.9225,77.785,12.94,96,100,8.34,overcast clouds
364,La Ronge,CA,55.1001,-105.2842,-14.55,70,0,8.05,clear sky
365,Almaznyy,RU,48.0448,40.045,32.14,94,100,11.63,light snow
366,Prinza,PH,13.9968,120.6541,88.79,51,58,9.31,broken clouds
367,Ichinoseki,JP,38.9167,141.1333,34.45,61,68,12.08,broken clouds
368,Athens,GR,37.9795,23.7162,44.98,84,75,1.99,broken clouds
369,Mareeba,AU,-17.0,145.4333,83.12,82,100,4.07,overcast clouds
370,Olafsvik,IS,64.8945,-23.7142,27.55,74,93,25.86,overcast clouds
371,Vangaindrano,MG,-23.35,47.6,75.69,90,95,9.37,light rain
372,Zolotukhino,RU,52.0842,36.3772,23.63,97,100,5.61,light snow
373,Mana,GF,5.6592,-53.7767,75.56,91,89,8.66,overcast clouds
374,Peine,DE,52.3167,10.2333,44.78,84,100,5.01,overcast clouds
375,Shu,KZ,43.5983,73.7614,33.67,72,5,1.68,clear sky
376,Madison Heights,US,42.4859,-83.1052,19.67,82,100,9.22,overcast clouds
377,Ketchikan,US,55.3422,-131.6461,46.38,93,100,12.66,heavy intensity rain
378,Petit-Canal,GP,16.3784,-61.4879,73.0,100,0,2.3,clear sky
379,Tautira,PF,-17.7333,-149.15,87.82,77,44,15.17,light rain
380,Moerai,PF,-22.4333,-151.3333,79.47,78,99,17.31,overcast clouds
381,Petropavlovskoye,RU,52.0712,84.107,5.79,87,63,3.0,broken clouds
382,Khairagarh,IN,26.95,77.8167,57.47,63,0,7.43,clear sky
383,Gillette,US,44.2911,-105.5022,16.81,69,0,8.05,clear sky
384,Voivodeni,RO,46.7,24.6333,18.81,93,99,1.9,overcast clouds
385,Detchino,RU,54.8092,36.3075,21.65,97,93,2.66,overcast clouds
386,Verkhoyansk,RU,67.5447,133.385,-28.08,97,69,1.03,broken clouds
387,Micheweni,TZ,-4.9667,39.8333,80.19,79,99,9.08,overcast clouds
388,Souillac,MU,-20.5167,57.5167,81.36,94,75,20.71,light rain
389,Lundamo,NO,63.1333,10.3,34.47,89,100,4.41,snow
390,Desnogorsk,RU,54.1508,33.2815,7.81,98,92,6.31,overcast clouds
391,Turayf,SA,31.6725,38.6637,44.85,87,0,13.8,clear sky
392,Kifri,IQ,34.6959,44.9661,50.59,64,85,3.65,overcast clouds
393,Redlands,US,34.0556,-117.1825,58.24,30,18,1.01,few clouds
394,Padang,ID,-0.9492,100.3543,84.25,72,84,3.91,broken clouds
395,Krasnyy Chikoy,RU,50.3643,108.7512,6.17,91,93,1.9,overcast clouds
396,Benjamin Constant,BR,-4.3831,-70.0311,77.13,98,84,1.12,broken clouds
397,Okhotsk,RU,59.3833,143.3,9.66,74,87,15.5,overcast clouds
398,Lewiston,US,44.1003,-70.2148,36.75,97,100,10.36,snow
399,Gimli,CA,50.6336,-96.9907,-3.98,71,100,14.97,overcast clouds
400,Aksay,RU,47.26,39.87,35.17,96,100,8.01,overcast clouds
401,Aksarka,RU,66.5606,67.7975,-11.27,100,98,1.07,overcast clouds
402,Homer,US,59.6425,-151.5483,30.09,86,100,12.66,light snow
403,Porto Novo,BJ,6.4965,2.6036,75.79,88,0,2.21,clear sky
404,Durban,ZA,-29.8579,31.0292,76.12,93,100,7.0,overcast clouds
405,Kathu,TH,7.9178,98.3332,87.62,73,15,15.57,few clouds
406,Ordu,TR,40.9086,37.6845,34.3,98,100,6.49,light snow
407,Shakawe,BW,-18.3667,21.85,63.18,91,44,3.56,light rain
408,Nuuk,GL,64.1835,-51.7216,12.81,92,100,4.61,light snow
409,Eyl,SO,7.9803,49.8164,70.14,69,1,11.12,clear sky
410,Winnemucca,US,40.973,-117.7357,33.85,51,0,12.66,clear sky
411,Puerto Escondido,MX,15.85,-97.0667,76.03,73,0,5.75,clear sky
412,Norman Wells,CA,65.282,-126.8329,-43.56,66,0,0.0,clear sky
413,Svetlyy,RU,54.675,20.1347,33.85,98,100,10.38,overcast clouds
414,Pacific Grove,US,36.6177,-121.9166,55.08,83,0,1.99,clear sky
415,Kasongo-Lunda,CD,-6.4667,16.8167,68.94,98,100,1.83,overcast clouds
416,Pasighat,IN,28.0667,95.3333,68.88,38,19,0.96,few clouds
417,Ratnagiri,IN,16.9833,73.3,75.56,63,56,3.98,broken clouds
418,Raver,IN,21.25,76.0333,70.38,24,0,6.02,clear sky
419,Mandalgovi,MN,45.7625,106.2708,10.9,60,72,12.75,broken clouds
420,Coquimbo,CL,-29.9533,-71.3436,64.13,82,20,3.44,few clouds
421,Bilma,NE,18.6853,12.9164,50.23,34,0,11.36,clear sky
422,Pulandian,CN,39.3953,121.9669,24.93,41,2,17.58,clear sky
423,Brownsville,US,25.9018,-97.4975,39.09,82,100,8.99,overcast clouds
424,Onda,ES,39.9667,-0.25,54.95,60,39,4.5,scattered clouds
425,Gerash,IR,27.6652,54.1371,39.34,35,0,2.35,clear sky
426,Cockburn Town,TC,21.4612,-71.1419,75.83,71,1,19.48,clear sky
427,Klaksvik,FO,62.2266,-6.589,36.52,77,97,50.06,overcast clouds
428,Brae,GB,60.3964,-1.353,37.31,71,83,35.84,broken clouds
429,Port Blair,IN,11.6667,92.75,80.64,74,20,11.5,mist
430,Kutum,SD,14.2,24.6667,55.31,19,7,14.36,clear sky
431,State College,US,40.7934,-77.86,35.82,95,100,1.01,moderate rain
432,Haines Junction,CA,60.7522,-137.5108,-2.25,78,100,1.14,overcast clouds
433,Conroe,US,30.3119,-95.456,30.65,88,100,1.99,overcast clouds
434,Takoradi,GH,4.8845,-1.7554,77.74,84,2,5.14,light rain
435,Malanje,AO,-9.5402,16.341,61.54,97,100,1.36,light rain
436,Xinyu,CN,27.8043,114.9334,45.34,70,98,5.1,overcast clouds
437,Stolin,BY,51.8912,26.846,13.62,99,82,3.83,broken clouds
438,Ostrovnoy,RU,68.0531,39.5131,8.62,96,100,5.21,overcast clouds
439,Surgut,RU,61.25,73.4167,19.58,92,100,8.99,light snow
440,Moron,AR,-34.6534,-58.6198,73.15,89,1,5.06,clear sky
441,Christchurch,NZ,-43.5333,172.6333,62.94,87,75,1.99,moderate rain
442,Namibe,AO,-15.1961,12.1522,70.29,78,14,4.85,few clouds
443,Xanxere,BR,-26.8769,-52.4042,67.15,97,90,2.42,light rain
444,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.27,98,98,5.57,overcast clouds
445,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.16,96,3,0.89,clear sky
446,Port Augusta,AU,-32.5,137.7667,84.7,27,0,11.54,clear sky
447,Bom Jardim,BR,-7.7958,-35.5872,75.54,89,100,4.34,overcast clouds
448,Andujar,ES,38.0392,-4.0508,47.98,73,19,0.83,few clouds
449,Camacha,PT,33.0833,-16.3333,60.22,94,20,9.22,few clouds
450,Lazaro Cardenas,MX,17.9583,-102.2,70.99,78,0,4.45,clear sky
451,Belaya Gora,RU,68.5333,146.4167,-32.96,99,36,2.13,scattered clouds
452,Muros,ES,42.7762,-9.0603,53.24,95,100,5.12,overcast clouds
453,Vila,PT,42.0304,-8.1588,42.33,85,100,2.64,overcast clouds
454,Umm Lajj,SA,25.0213,37.2685,66.76,46,0,18.48,clear sky
455,Lashio,MM,22.9333,97.75,70.3,34,0,0.96,clear sky
456,Henties Bay,NA,-22.116,14.2845,65.86,88,5,6.96,clear sky
457,Kavaratti,IN,10.5669,72.642,79.18,65,5,9.08,clear sky
458,Kamenka,RU,51.3223,42.7678,27.75,98,100,8.86,overcast clouds
459,Mocuba,MZ,-16.8392,36.9856,71.78,93,75,2.48,broken clouds
460,Bansko,BG,41.8383,23.4885,22.75,68,73,2.04,broken clouds
461,Etchoropo,MX,26.7667,-109.6667,56.41,47,0,14.16,clear sky
462,Cabra,ES,37.4725,-4.4421,45.18,62,22,0.83,few clouds
463,Esso,RU,55.9333,158.7,16.52,92,100,0.49,overcast clouds
464,Boda,CF,4.3189,17.4695,70.36,25,43,3.09,scattered clouds
465,Wanaka,NZ,-44.7,169.15,52.11,93,100,1.01,moderate rain
466,Mount Pleasant,US,32.7941,-79.8626,69.01,89,20,1.01,few clouds
467,Gao,ML,16.6362,1.637,57.85,15,2,16.17,clear sky
468,Quatre Cocos,MU,-20.2078,57.7625,81.09,87,99,19.66,light rain
469,Yulara,AU,-25.2406,130.9889,80.44,26,88,14.97,overcast clouds
470,San Luis,AR,-33.295,-66.3356,61.93,91,77,15.93,broken clouds
471,El Dorado,US,38.7666,-120.5177,43.09,65,17,9.48,few clouds
472,Shahr-E Babak,IR,30.1165,55.1186,44.1,30,0,4.61,clear sky
473,Balkanabat,TM,39.5108,54.3671,50.52,32,2,9.28,clear sky
474,Wexford,IE,52.3342,-6.4575,41.22,83,100,12.3,light rain
475,Sukumo,JP,32.9333,132.7333,47.84,47,26,14.58,scattered clouds
476,Ilulissat,GL,69.2167,-51.1,23.02,50,100,11.5,overcast clouds
477,Gucheng,CN,35.9115,111.3192,36.97,22,0,8.3,clear sky
478,Luanda,AO,-8.8368,13.2343,74.75,82,100,7.74,overcast clouds
479,Marzuq,YE,14.4,46.4667,61.02,27,10,2.33,clear sky
480,Banepa,NP,27.6298,85.5214,44.92,87,75,13.8,broken clouds
481,Maneadero,MX,31.7167,-116.5667,53.19,35,0,5.93,clear sky
482,Scottsbluff,US,41.8666,-103.6672,13.32,72,0,3.0,clear sky
483,Taitung,TW,22.7583,121.1444,71.87,73,75,3.44,broken clouds
484,Bathsheba,BB,13.2167,-59.5167,75.81,73,20,11.5,few clouds
485,Khorixas,NA,-20.3667,14.9667,64.74,60,40,5.28,scattered clouds
486,Ronneby,SE,56.21,15.276,39.7,100,100,3.44,fog
487,Luban,PL,51.1201,15.2877,41.61,94,100,7.63,overcast clouds
488,Briancon,FR,44.9,6.65,33.35,55,8,2.75,clear sky
489,Lagoa,PT,39.05,-27.9833,57.67,76,100,11.3,overcast clouds
490,Mirabad,AF,30.4362,61.8383,51.31,34,0,3.67,clear sky
491,Altay,CN,47.8667,88.1167,9.93,68,5,4.12,clear sky
492,Cairns,AU,-16.9167,145.7667,87.75,66,100,5.75,overcast clouds
493,Bay Roberts,CA,47.5999,-53.2648,39.51,89,100,7.0,overcast clouds
494,Revda,RU,56.801,59.9303,25.61,98,100,3.98,light snow
495,Atagay,RU,55.1033,99.3875,10.45,82,66,2.8,broken clouds
496,Beeskow,DE,52.1667,14.25,42.94,93,100,4.0,overcast clouds
497,Bekovo,RU,52.4663,43.712,30.83,99,100,5.73,snow
498,Avera,US,33.194,-82.5271,69.75,78,100,15.39,overcast clouds
499,Sucua,EC,-2.4667,-78.1667,69.71,94,99,1.32,overcast clouds
500,Bagdarin,RU,54.4333,113.6,5.38,72,100,4.05,overcast clouds
501,Viedma,AR,-40.8135,-62.9967,69.33,55,31,6.91,scattered clouds
502,Tabou,CI,4.423,-7.3528,77.47,85,13,2.1,light rain
503,Araouane,ML,18.9048,-3.5265,61.72,13,0,10.92,clear sky
504,Kwinana,AU,-32.25,115.7667,102.31,29,20,9.69,few clouds
505,Naron,ES,43.5167,-8.1528,54.68,91,100,6.22,overcast clouds
506,Agirish,RU,61.9247,63.0231,10.56,98,98,3.87,overcast clouds
507,Lampazos De Naranjo,MX,27.0167,-100.5167,36.28,57,53,13.13,broken clouds
508,Healdsburg,US,38.6105,-122.8692,52.45,74,0,6.91,clear sky
509,Sarangani,PH,5.4033,125.4636,79.56,83,98,21.72,moderate rain
510,Sesheke,ZM,-17.4759,24.2968,64.62,96,99,0.38,overcast clouds
511,Beyneu,KZ,45.3167,55.2,36.64,70,100,22.08,overcast clouds
512,Pangnirtung,CA,66.1451,-65.7125,-14.55,99,100,2.95,overcast clouds
513,Qalyub,EG,30.1792,31.2056,52.59,53,35,19.73,scattered clouds
514,Port Hardy,CA,50.6996,-127.4199,46.76,93,75,13.8,broken clouds
515,Ahipara,NZ,-35.1667,173.1667,76.42,71,56,14.03,broken clouds
516,Srednekolymsk,RU,67.45,153.6833,-30.14,100,37,1.86,scattered clouds
517,Tukrah,LY,32.5341,20.5791,53.69,56,33,20.27,scattered clouds
518,Santiago De Cuba,CU,20.0247,-75.8219,75.31,78,40,4.61,scattered clouds
519,Danilovka,RU,50.3557,44.1168,34.68,100,100,9.22,snow
520,Chapleau,CA,47.8405,-83.4034,-24.5,100,12,1.3,few clouds
521,Saint-Francois,FR,46.4154,3.9054,40.68,88,100,4.61,overcast clouds
522,Wanning,CN,18.8003,110.3967,66.63,85,100,12.19,overcast clouds
523,Varjota,BR,-4.1944,-40.4767,73.92,82,98,4.03,overcast clouds
524,Tiarei,PF,-17.5333,-149.3333,86.02,76,22,15.79,light rain
525,Taoudenni,ML,22.6783,-3.9836,60.64,21,27,8.97,scattered clouds
526,Caucaia,BR,-3.7361,-38.6531,82.35,75,75,10.36,broken clouds
527,Aripuana,BR,-9.1667,-60.6333,72.05,99,95,0.85,overcast clouds
528,Walvis Bay,NA,-22.9575,14.5053,66.09,80,16,8.68,few clouds
529,Kerman,IR,30.2832,57.0788,48.6,16,0,0.96,clear sky
530,Poum,NC,-20.2333,164.0167,82.58,84,92,13.22,light rain
531,Dicabisagan,PH,17.0818,122.4157,78.6,75,92,6.4,overcast clouds
532,Talcahuano,CL,-36.7167,-73.1167,62.28,82,0,8.05,clear sky
533,Xining,CN,36.6167,101.7667,17.64,45,98,2.68,overcast clouds
534,Kaniama,CD,-7.5667,24.1833,63.63,98,99,1.97,overcast clouds
535,San Cristobal,VE,7.7669,-72.225,73.58,67,84,0.69,broken clouds
536,Flinders,AU,-34.5833,150.8552,76.37,58,77,17.27,broken clouds
537,Saint-Joseph,RE,-21.3667,55.6167,79.16,88,100,27.47,moderate rain
538,Ciudad Bolivar,VE,8.1222,-63.5497,77.88,68,25,13.8,scattered clouds
539,Sucre,BO,-19.0333,-65.2627,57.25,79,96,2.53,overcast clouds
540,Ornskoldsvik,SE,63.2909,18.7153,30.02,100,100,21.85,snow
541,Svetlaya,RU,46.5389,138.3297,17.55,52,8,2.71,clear sky
542,Grosseto,IT,42.8333,11.25,56.79,83,100,4.76,overcast clouds
543,Saint-Pierre,RE,-21.3393,55.4781,80.24,84,100,20.04,light rain
544,Bonthe,SL,7.5264,-12.505,74.5,91,1,4.99,clear sky
545,Uren,RU,57.4552,45.7852,10.18,98,100,5.41,overcast clouds
546,Blanes,ES,41.6742,2.7904,55.69,96,100,5.01,overcast clouds
547,Orthez,FR,43.4884,-0.7724,46.76,90,100,2.73,overcast clouds
548,Mount Gambier,AU,-37.8333,140.7667,73.31,38,75,6.91,broken clouds
549,Zyryanovsk,KZ,49.7386,84.2719,-8.99,97,74,0.78,broken clouds
550,Broome,US,42.2506,-75.833,28.67,83,100,3.0,mist
551,Anadyr,RU,64.75,177.4833,14.5,67,9,33.55,clear sky
552,Shellbrook,CA,53.2168,-106.4011,-22.77,99,7,6.8,clear sky
553,Nieuw Amsterdam,SR,5.8833,-55.0833,76.01,93,85,9.33,overcast clouds
554,Sale,MA,34.0389,-6.8166,55.74,100,75,0.0,broken clouds
555,Holzminden,DE,51.828,9.4455,44.55,90,100,9.08,overcast clouds
556,Shimoga,IN,13.9167,75.5667,72.36,66,29,7.2,scattered clouds
557,Ayna,PE,-12.65,-73.9167,58.86,97,81,1.16,broken clouds
558,Kemise,ET,10.7167,39.8667,60.53,48,61,3.71,broken clouds
559,Ballina,AU,-28.8667,153.5667,77.18,80,75,16.11,light rain
560,Tres Arroyos,AR,-38.3739,-60.2798,63.82,87,12,5.93,few clouds
561,Kwekwe,ZW,-18.9281,29.8149,60.73,93,76,2.35,broken clouds
562,Claremore,US,36.3126,-95.6161,20.35,80,100,5.99,light snow
563,Seoul,KR,37.5683,126.9778,31.51,34,0,10.36,clear sky
564,Naryan-Mar,RU,67.6713,53.087,2.39,98,100,3.22,overcast clouds
565,Xuddur,SO,4.1213,43.8894,68.2,67,81,18.86,broken clouds
566,Sobolevo,RU,54.4299,31.8996,3.9,100,94,6.55,overcast clouds
567,Baykalovo,RU,57.3981,63.7684,28.53,97,100,8.57,light snow
568,Jacareacanga,BR,-6.2222,-57.7528,73.62,92,100,0.65,overcast clouds
569,Iqaluit,CA,63.7506,-68.5145,-7.87,59,75,6.91,light snow
570,Mitsamiouli,KM,-11.3847,43.2844,82.33,77,100,11.74,overcast clouds
571,Hovd,MN,48.0056,91.6419,-2.54,76,20,1.59,few clouds
572,Aguimes,ES,27.9054,-15.4461,65.03,49,0,8.05,clear sky
573,Manavalakurichi,IN,8.1333,77.3,82.49,67,13,4.03,few clouds
574,Itoman,JP,26.1247,127.6694,62.62,92,75,18.41,broken clouds
