City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Belmonte,BR,2022-02-04 03:50:43,-15.8631,-38.8828,79.3,82,86,4.29
295,Missoula,US,2022-02-04 03:47:22,47.0166,-113.8009,15.53,83,98,3.53
296,Tuchola,PL,2022-02-04 03:50:44,53.5879,17.8591,40.05,100,100,6.24
297,Aguimes,ES,2022-02-04 03:50:44,27.9054,-15.4461,66.83,37,0,11.5
298,Marawi,PH,2022-02-04 03:50:44,7.9986,124.2928,70.65,85,100,2.17
299,Qasigiannguit,GL,2022-02-04 03:48:33,68.8193,-51.1922,23.25,95,100,1.59
300,Taraz,KZ,2022-02-04 03:50:45,42.9,71.3667,23.41,93,40,2.24
301,Brae,GB,2022-02-04 03:50:45,60.3964,-1.353,37.31,71,83,35.84
302,Pierre,US,2022-02-04 03:50:46,44.3683,-100.351,15.28,52,0,5.75
303,Saint-Leu,RE,2022-02-04 03:50:46,-21.15,55.2833,79.63,80,100,12.21
304,Agirish,RU,2022-02-04 03:50:46,61.9247,63.0231,10.56,98,98,3.87
305,Labuhan,ID,2022-02-04 03:48:17,-6.8844,112.2051,84.76,70,84,6.38
306,Flinders,AU,2022-02-04 03:50:47,-34.5833,150.8552,76.37,58,77,17.27
307,Zhigansk,RU,2022-02-04 03:50:03,66.7697,123.3711,-25.37,96,89,3.62
308,Port Hedland,AU,2022-02-04 03:46:51,-20.3167,118.5667,96.85,38,83,17.27
309,Cabo San Lucas,MX,2022-02-04 03:46:35,22.8909,-109.9124,67.51,56,34,5.64
310,Fort William,GB,2022-02-04 03:50:48,56.8165,-5.1121,42.78,91,90,10.89
311,Jacareacanga,BR,2022-02-04 03:50:25,-6.2222,-57.7528,73.62,92,100,0.65
312,Omagh,GB,2022-02-04 03:50:49,54.6,-7.3,36.16,85,94,6.85
313,Esmeraldas,BR,2022-02-04 03:46:57,-19.7625,-44.3139,71.91,93,91,2.37
314,Port Blair,IN,2022-02-04 03:49:24,11.6667,92.75,80.64,74,20,9.22
315,Sambava,MG,2022-02-04 03:50:49,-14.2667,50.1667,76.24,84,100,5.32
316,Angoche,MZ,2022-02-04 03:50:50,-16.2325,39.9086,75.42,88,100,4.18
317,Abhar,IR,2022-02-04 03:50:50,36.1468,49.218,34.14,65,3,5.28
318,Nanortalik,GL,2022-02-04 03:50:51,60.1432,-45.2371,26.35,94,100,15.73
319,Touros,BR,2022-02-04 03:50:52,-5.1989,-35.4608,79.7,75,50,12.93
320,Santa Cruz,BO,2022-02-04 03:50:53,-17.8,-63.1667,74.66,94,40,6.91
321,Urumqi,CN,2022-02-04 03:50:53,43.801,87.6005,0.55,85,75,2.24
322,Waipawa,NZ,2022-02-04 03:50:54,-41.4122,175.5153,72.23,44,94,5.68
323,Cienfuegos,CU,2022-02-04 03:50:54,22.1461,-80.4356,73.54,88,0,8.05
324,Qiryat Gat,IL,2022-02-04 03:50:54,31.61,34.7642,52.39,1,9,13.67
325,Nioro,GM,2022-02-04 03:50:55,13.35,-15.75,73.15,22,0,3.94
326,Brigantine,US,2022-02-04 03:50:55,39.4101,-74.3646,55.04,91,100,12.66
327,Mecca,SA,2022-02-04 03:50:30,21.4267,39.8261,70.12,88,44,5.14
328,Galveston,US,2022-02-04 03:50:56,29.3669,-94.9669,34.99,90,100,11.99
329,Toktogul,KG,2022-02-04 03:50:56,41.8708,72.9402,22.15,69,14,2.8
330,Ambulu,ID,2022-02-04 03:50:56,-8.345,113.6058,85.26,64,97,6.38
331,Broken Hill,AU,2022-02-04 03:50:57,-31.95,141.4333,73.11,28,0,17.27
332,Westport,US,2022-02-04 03:50:57,41.1415,-73.3579,51.19,97,100,1.01
333,Beira,MZ,2022-02-04 03:50:58,-19.8436,34.8389,75.29,100,20,3.0
334,Mildura,AU,2022-02-04 03:50:58,-34.2,142.15,80.08,27,0,10.36
335,Bambanglipuro,ID,2022-02-04 03:50:58,-7.95,110.2833,77.61,69,98,2.21
336,Zheleznodorozhnyy,RU,2022-02-04 03:50:59,55.7503,38.0042,19.92,98,99,2.89
337,Baykit,RU,2022-02-04 03:50:59,61.67,96.37,14.43,94,100,4.21
338,Isangel,VU,2022-02-04 03:51:00,-19.55,169.2667,86.11,84,100,6.91
339,Paita,PE,2022-02-04 03:51:00,-5.0892,-81.1144,71.22,83,52,10.2
340,Sola,VU,2022-02-04 03:51:00,-13.8833,167.55,84.87,84,100,5.75
341,Tucuman,AR,2022-02-04 03:50:51,-26.8241,-65.2226,73.4,88,0,6.91
342,Anadyr,RU,2022-02-04 03:51:01,64.75,177.4833,14.5,62,9,33.55
343,Angoram,PG,2022-02-04 03:51:01,-4.0625,144.0661,91.2,50,59,4.76
344,Jiuquan,CN,2022-02-04 03:51:02,39.7432,98.5174,20.21,32,76,4.88
345,Arraial Do Cabo,BR,2022-02-04 03:48:45,-22.9661,-42.0278,75.45,91,100,7.83
346,Labrea,BR,2022-02-04 03:51:02,-7.2586,-64.7981,72.39,99,95,1.83
347,Lavrentiya,RU,2022-02-04 03:51:02,65.5833,-171.0,1.96,55,0,22.73
348,Jiaxing,CN,2022-02-04 03:51:03,30.7522,120.75,44.62,54,8,7.25
349,Saint-Joseph,RE,2022-02-04 03:51:03,-21.3667,55.6167,79.16,88,100,27.47
350,Valparaiso,CL,2022-02-04 03:51:04,-33.0393,-71.6273,63.52,88,0,4.61
351,Kavieng,PG,2022-02-04 03:51:04,-2.5744,150.7967,83.73,71,64,6.93
352,Matay,EG,2022-02-04 03:51:04,28.419,30.7792,50.05,51,4,14.23
353,Boa Vista,BR,2022-02-04 03:51:05,2.8197,-60.6733,82.38,61,0,11.5
354,Nhamunda,BR,2022-02-04 03:51:05,-2.1861,-56.7131,76.32,80,83,2.15
355,Fallon,US,2022-02-04 03:51:06,39.4735,-118.7774,33.58,50,20,6.91
356,Wollongong,AU,2022-02-04 03:51:06,-34.4333,150.8833,76.24,49,67,18.14
357,Walvis Bay,NA,2022-02-04 03:51:07,-22.9575,14.5053,66.09,80,16,8.68
358,Saldanha,ZA,2022-02-04 03:51:07,-33.0117,17.9442,57.25,79,0,19.28
359,Yining,CN,2022-02-04 03:51:08,29.0361,114.5636,46.42,66,59,2.93
360,Saint Anthony,US,2022-02-04 03:51:08,45.0205,-93.218,1.02,65,0,0.0
361,Agadir,MA,2022-02-04 03:51:08,30.4202,-9.5982,64.85,42,88,8.08
362,Dongsheng,CN,2022-02-04 03:51:09,39.8161,109.9776,14.76,43,0,12.95
363,Luis Correia,BR,2022-02-04 03:51:09,-2.8792,-41.6669,78.12,86,99,11.14
364,Lorengau,PG,2022-02-04 03:48:01,-2.0226,147.2712,84.43,62,100,9.15
365,Porkhov,RU,2022-02-04 03:51:11,57.765,29.5561,10.29,100,97,2.06
366,Abu Dhabi,AE,2022-02-04 03:51:11,24.4667,54.3667,67.96,78,0,2.3
367,Sierre,CH,2022-02-04 03:51:12,46.2919,7.5356,41.77,94,0,0.0
368,Bograd,RU,2022-02-04 03:51:12,54.2344,90.8328,-16.85,98,93,3.47
369,Puerto Escondido,MX,2022-02-04 03:51:12,15.85,-97.0667,76.03,73,0,5.75
370,Krasnyy Yar,RU,2022-02-04 03:51:13,46.5331,48.3456,33.73,87,100,5.84
371,Igaci,BR,2022-02-04 03:51:13,-9.5369,-36.6336,72.93,84,83,7.25
372,Griffin,US,2022-02-04 03:51:14,33.2468,-84.2641,65.28,95,100,6.91
373,Pringsewu,ID,2022-02-04 03:51:14,-5.3582,104.9744,84.56,70,70,5.41
374,Lebu,CL,2022-02-04 03:49:53,-37.6167,-73.65,59.38,93,11,13.18
375,Vostok,RU,2022-02-04 03:47:31,46.4856,135.8833,2.3,84,99,6.04
376,Ulladulla,AU,2022-02-04 03:51:15,-35.35,150.4667,74.3,64,87,13.33
377,Manzhouli,CN,2022-02-04 03:51:15,49.6,117.4333,-3.68,78,10,8.23
378,Umm Lajj,SA,2022-02-04 03:51:15,25.0213,37.2685,66.76,46,0,18.48
379,Mathathane,BW,2022-02-04 03:51:16,-22.2687,28.7495,76.15,60,0,7.45
380,Ngong,KE,2022-02-04 03:51:16,-1.3618,36.6566,57.49,94,20,0.0
381,The Pas,CA,2022-02-04 03:51:17,53.8251,-101.2541,-16.58,69,0,9.22
382,Ailigandi,PA,2022-02-04 03:51:17,9.2333,-78.0167,79.07,81,71,9.08
383,Morondava,MG,2022-02-04 03:51:18,-20.2833,44.2833,79.23,85,33,3.85
384,Rawson,AR,2022-02-04 03:51:18,-43.3002,-65.1023,69.22,59,100,6.91
385,Magdalena,PH,2022-02-04 03:51:18,14.1999,121.429,88.43,60,88,11.59
386,Batemans Bay,AU,2022-02-04 03:50:38,-35.7167,150.1833,73.2,55,59,12.37
387,Izvestkovyy,RU,2022-02-04 03:51:19,48.9833,131.55,4.37,71,33,6.78
388,Nangomba,TZ,2022-02-04 03:51:19,-10.9,38.5,71.44,98,100,4.88
389,Brownsville,US,2022-02-04 03:51:20,25.9018,-97.4975,39.9,82,100,11.01
390,Grand Gaube,MU,2022-02-04 03:51:20,-20.0064,57.6608,81.37,83,100,11.99
391,Surt,LY,2022-02-04 03:51:20,31.2089,16.5887,56.34,58,3,10.27
392,Dzhubga,RU,2022-02-04 03:51:21,44.3211,38.7039,39.27,93,100,9.17
393,Zlobin,HR,2022-02-04 03:51:21,45.2924,14.6541,37.69,80,0,3.44
394,Neryungri,RU,2022-02-04 03:51:22,56.6709,124.6491,-6.25,92,100,12.3
395,Pisco,PE,2022-02-04 03:51:22,-13.7,-76.2167,69.85,73,0,9.22
396,Havre-Saint-Pierre,CA,2022-02-04 03:50:29,50.2334,-63.5986,10.99,61,100,13.8
397,Kushmurun,KZ,2022-02-04 03:51:23,52.4503,64.6311,12.61,84,100,13.04
398,Mananara,MG,2022-02-04 03:51:23,-16.1667,49.7667,79.3,76,100,6.49
399,Roebourne,AU,2022-02-04 03:51:24,-20.7833,117.1333,93.94,42,61,11.23
400,Kamen-Na-Obi,RU,2022-02-04 03:51:24,53.7884,81.3423,0.41,100,100,6.71
401,Porbandar,IN,2022-02-04 03:52:39,21.6422,69.6093,60.78,82,6,4.61
402,Ambatondrazaka,MG,2022-02-04 03:52:40,-17.8333,48.4167,67.86,91,100,5.59
403,Kotido,UG,2022-02-04 03:52:41,2.9806,34.1331,75.34,41,98,7.76
404,Baherden,TM,2022-02-04 03:52:41,38.4362,57.4316,48.43,39,57,4.9
405,Sioux Lookout,CA,2022-02-04 03:50:18,50.1001,-91.917,-9.02,76,75,2.3
406,Monte Santo De Minas,BR,2022-02-04 03:52:41,-21.1897,-46.9803,64.51,90,72,2.04
407,Polignano A Mare,IT,2022-02-04 03:52:42,40.9959,17.2159,47.39,54,100,4.9
408,Jibuti,DJ,2022-02-04 03:52:42,11.5,42.5,67.42,72,58,8.86
409,Masterton,NZ,2022-02-04 03:52:43,-40.9597,175.6575,84.96,31,74,8.08
410,Ekibastuz,KZ,2022-02-04 03:52:43,51.6667,75.3667,12.67,74,4,7.58
411,Taunggyi,MM,2022-02-04 03:52:44,20.7833,97.0333,69.28,26,2,2.51
412,Mandalgovi,MN,2022-02-04 03:52:45,45.7625,106.2708,10.9,60,72,12.75
413,Pontal Do Parana,BR,2022-02-04 03:52:45,-25.6533,-48.5128,79.74,95,100,5.5
414,Terra Santa,BR,2022-02-04 03:52:46,-2.1042,-56.4869,76.86,80,77,3.02
415,Lianzhou,CN,2022-02-04 03:52:46,24.7811,112.3825,48.85,69,64,7.31
416,Mantua,IT,2022-02-04 03:52:47,45.1667,10.7833,48.74,92,82,5.99
417,Izumo,JP,2022-02-04 03:52:47,35.3667,132.7667,42.69,61,75,12.66
418,Grand Forks,US,2022-02-04 03:49:20,47.9417,-97.4337,-3.21,77,100,17.27
419,Nago,JP,2022-02-04 03:52:48,26.5881,127.9761,64.47,85,100,18.12
420,Puerto Ayacucho,VE,2022-02-04 03:52:48,5.6639,-67.6236,75.74,80,54,3.56
421,Kloulklubed,PW,2022-02-04 03:52:48,7.0419,134.2556,82.83,72,24,18.79
422,Ixtapa,MX,2022-02-04 03:48:23,20.7,-105.2,64.26,81,59,2.21
423,San Cristobal,VE,2022-02-04 03:52:49,7.7669,-72.225,73.58,67,84,0.69
424,Tiksi,RU,2022-02-04 03:52:50,71.6872,128.8694,-11.81,100,100,6.02
425,Juneau,US,2022-02-04 03:50:05,58.3019,-134.4197,28.45,88,100,0.0
426,Teknaf,BD,2022-02-04 03:52:50,20.8624,92.3058,75.06,43,0,5.32
427,High Level,CA,2022-02-04 03:52:51,58.5169,-117.136,-12.89,77,75,5.75
428,Okhotsk,RU,2022-02-04 03:50:43,59.3833,143.3,10.81,74,83,14.92
429,Condado,CU,2022-02-04 03:52:51,21.8767,-79.8403,73.56,91,3,7.58
430,Lekoni,GA,2022-02-04 03:52:51,-1.5843,14.2591,72.34,87,100,3.58
431,Batagay-Alyta,RU,2022-02-04 03:52:52,67.8006,130.4114,-16.94,97,98,2.06
432,Dunedin,NZ,2022-02-04 03:52:52,-45.8742,170.5036,50.72,96,100,5.5
433,Aden,YE,2022-02-04 03:52:53,12.7794,45.0367,76.95,58,0,7.0
434,Davila,PH,2022-02-04 03:51:25,18.4726,120.5763,84.18,69,5,24.58
435,Kibaya,TZ,2022-02-04 03:52:53,-5.3,36.5667,58.77,94,100,0.98
436,Dakar,SN,2022-02-04 03:51:06,14.6937,-17.4441,70.68,83,0,2.3
437,Alta Floresta,BR,2022-02-04 03:52:54,-9.8756,-56.0861,71.06,96,53,0.76
438,Martapura,ID,2022-02-04 03:52:54,-3.4167,114.85,87.89,66,40,3.44
439,Oytal,KZ,2022-02-04 03:52:54,42.9057,73.2697,33.53,53,0,4.88
440,Tahta,EG,2022-02-04 03:52:55,26.7693,31.5021,49.84,53,2,11.27
441,Asyut,EG,2022-02-04 03:52:55,27.181,31.1837,50.29,54,3,13.56
442,Kieta,PG,2022-02-04 03:51:40,-6.2167,155.6333,81.41,79,100,7.4
443,Mufumbwe,ZM,2022-02-04 03:52:56,-13.6833,24.8,63.75,98,100,5.14
444,Fairbanks,US,2022-02-04 03:52:56,64.8378,-147.7164,0.48,54,0,8.05
445,Barda,AZ,2022-02-04 03:52:57,40.3744,47.1267,38.48,40,22,5.28
446,Kerman,IR,2022-02-04 03:50:48,30.2832,57.0788,48.6,16,0,0.96
447,Kankaanpaa,FI,2022-02-04 03:52:57,61.8,22.4167,12.79,95,95,9.69
448,Alice Town,BS,2022-02-04 03:52:58,25.7167,-79.3,74.3,74,0,20.49
449,Barrhead,GB,2022-02-04 03:52:58,55.7992,-4.3929,37.65,85,61,1.01
450,Namalenga,TZ,2022-02-04 03:52:58,-10.95,39.1,71.91,94,96,1.97
451,La Ronge,CA,2022-02-04 03:50:51,55.1001,-105.2842,-14.55,70,0,8.05
452,Pemangkat,ID,2022-02-04 03:52:59,1.1667,108.9667,81.79,75,100,8.03
453,Ponta Do Sol,PT,2022-02-04 03:52:59,32.6667,-17.1,67.01,71,19,3.53
454,Palmares Do Sul,BR,2022-02-04 03:53:00,-30.2578,-50.5097,75.88,86,99,14.47
455,Ciudad Bolivar,VE,2022-02-04 03:53:00,8.1222,-63.5497,77.88,68,25,13.8
456,Kohima,IN,2022-02-04 03:53:00,25.6667,94.1167,48.97,53,17,1.68
457,Urengoy,RU,2022-02-04 03:53:01,65.9667,78.3667,5.07,97,100,5.84
458,Riyadh,SA,2022-02-04 03:48:33,24.6877,46.7219,57.34,36,25,4.92
459,Malkangiri,IN,2022-02-04 03:53:02,18.35,81.9,73.92,65,47,3.96
460,Berlevag,NO,2022-02-04 03:53:03,70.8578,29.0864,20.64,81,96,13.51
461,Najran,SA,2022-02-04 03:53:03,17.4924,44.1277,52.45,32,6,5.7
462,Cascais,PT,2022-02-04 03:53:04,38.6979,-9.4215,56.52,74,100,1.01
463,Petropavl,KZ,2022-02-04 03:53:04,54.8753,69.1628,21.18,63,0,15.66
464,Isla Mujeres,MX,2022-02-04 03:53:05,21.2311,-86.731,78.17,84,0,13.56
465,Kletskaya,RU,2022-02-04 03:53:05,49.3145,43.0584,35.08,99,100,6.76
466,Mareeba,AU,2022-02-04 03:53:05,-17.0,145.4333,84.92,92,100,4.07
467,Honningsvag,NO,2022-02-04 03:53:06,70.9821,25.9704,24.85,72,27,23.67
468,Muyezerskiy,RU,2022-02-04 03:53:06,63.9333,31.65,-7.04,100,88,2.13
469,Warrington,GB,2022-02-04 03:53:07,53.3925,-2.5802,41.86,88,100,5.01
470,Marysville,US,2022-02-04 03:51:06,48.0518,-122.1771,48.43,92,100,1.01
471,Emerald,AU,2022-02-04 03:53:07,-23.5333,148.1667,89.74,45,40,17.27
472,Hamilton,US,2022-02-04 03:53:08,39.1834,-84.5333,24.64,91,100,4.0
473,Shahrud,IR,2022-02-04 03:53:08,36.4182,54.9763,36.28,55,27,1.52
474,Mao,ES,2022-02-04 03:53:08,39.8885,4.2658,48.76,100,0,1.14
475,Dafeng,CN,2022-02-04 03:53:09,23.4517,108.5881,52.88,55,16,8.81
476,Beyneu,KZ,2022-02-04 03:53:09,45.3167,55.2,36.64,70,100,22.08
477,Victor Harbor,AU,2022-02-04 03:53:10,-35.5667,138.6167,78.91,61,0,1.99
478,Surgut,RU,2022-02-04 03:53:10,61.25,73.4167,19.58,92,100,8.99
479,Rottenmann,AT,2022-02-04 03:53:10,47.5167,14.35,29.59,88,38,4.52
480,Kununurra,AU,2022-02-04 03:51:01,-15.7667,128.7333,89.58,70,40,9.22
481,Bereda,ES,2022-02-04 03:53:11,43.2686,-7.5406,50.0,94,100,2.73
482,Asfi,MA,2022-02-04 03:53:11,32.2994,-9.2372,63.55,46,100,11.3
483,Cabo Rojo,PR,2022-02-04 03:53:12,18.0866,-67.1457,74.97,87,64,7.0
484,Condega,NI,2022-02-04 03:53:12,13.365,-86.3985,66.79,75,6,3.51
485,Nguru,NG,2022-02-04 03:53:13,12.8791,10.4526,55.87,18,0,11.86
486,Damghan,IR,2022-02-04 03:53:13,36.1683,54.348,38.01,53,14,3.76
487,Buluang,PH,2022-02-04 03:53:14,13.3068,123.3425,81.0,77,98,7.52
488,Vila Velha,BR,2022-02-04 03:53:14,-20.3297,-40.2925,75.15,95,40,6.91
489,Russell,US,2022-02-04 03:53:14,32.3502,-85.1999,65.43,93,100,4.61
490,Inhambane,MZ,2022-02-04 03:53:15,-23.865,35.3833,75.18,100,40,0.0
491,Aklavik,CA,2022-02-04 03:49:58,68.2191,-135.0107,-24.88,98,17,7.34
492,Callaguip,PH,2022-02-04 03:53:15,18.0714,120.4867,84.22,70,20,13.8
493,Buala,SB,2022-02-04 03:53:16,-8.145,159.5921,78.64,88,100,6.22
494,Ornskoldsvik,SE,2022-02-04 03:53:16,63.2909,18.7153,30.02,100,100,21.85
495,Amarante Do Maranhao,BR,2022-02-04 03:53:17,-5.5667,-46.7422,71.53,96,100,2.91
496,Lancaster,US,2022-02-04 03:50:28,40.2504,-76.2499,58.05,88,100,1.99
497,Souillac,MU,2022-02-04 03:50:05,-20.5167,57.5167,81.36,94,75,20.71
498,Sanandaj,IR,2022-02-04 03:53:18,35.3144,46.9923,39.22,60,75,6.91
499,Billings,US,2022-02-04 03:53:18,45.7833,-108.5007,12.07,85,35,1.05
500,Huarmey,PE,2022-02-04 03:53:19,-10.0681,-78.1522,71.29,82,24,7.81
501,Bac Lieu,VN,2022-02-04 03:53:19,9.285,105.7244,86.16,58,17,24.79
502,Waddan,LY,2022-02-04 03:50:56,29.1614,16.139,45.7,82,0,5.32
503,Puli,TW,2022-02-04 03:53:20,23.9664,120.9695,64.87,71,65,3.65
504,Husavik,IS,2022-02-04 03:53:21,66.0449,-17.3389,22.91,81,100,15.97
505,Eureka,US,2022-02-04 03:51:05,40.8021,-124.1637,45.79,86,1,5.12
506,Cadereyta,MX,2022-02-04 03:50:34,25.5833,-99.9833,71.37,54,89,9.06
507,Constantine,DZ,2022-02-04 03:53:21,36.365,6.6147,36.81,60,0,1.14
508,Panzhihua,CN,2022-02-04 03:53:22,26.5851,101.7128,59.13,46,3,0.49
509,Kangaatsiaq,GL,2022-02-04 03:49:53,68.3065,-53.4641,10.13,82,100,27.13
510,Gondanglegi,ID,2022-02-04 03:53:22,-7.7479,112.0132,85.26,67,100,1.83
511,Wick,GB,2022-02-04 03:53:23,58.4333,-3.0833,35.35,86,20,14.97
512,Adrar,MR,2022-02-04 03:52:55,20.5022,-10.0711,59.36,22,0,9.95
513,Teeli,RU,2022-02-04 03:53:23,51.0333,90.2333,-8.79,92,32,2.24
514,San Felipe,VE,2022-02-04 03:53:24,10.3399,-68.7425,70.77,96,86,3.67
515,Amuntai,ID,2022-02-04 03:53:24,-2.4177,115.2494,82.27,80,100,2.66
516,Portland,US,2022-02-04 03:49:11,45.5234,-122.6762,45.48,93,20,1.01
517,Bayshore Gardens,US,2022-02-04 03:53:24,27.4253,-82.5904,68.99,71,0,7.92
518,Merauke,ID,2022-02-04 03:50:59,-8.4667,140.3333,85.06,71,100,11.23
519,Mae Sot,TH,2022-02-04 03:53:25,16.7167,98.5667,76.95,65,20,2.3
520,Skoghall,SE,2022-02-04 03:53:26,59.3232,13.4655,36.16,98,100,9.22
521,Niamey,NE,2022-02-04 03:53:26,13.5137,2.1098,68.29,14,1,12.66
522,Perundurai,IN,2022-02-04 03:53:26,11.2667,77.5833,76.55,60,65,2.64
523,Acapulco,MX,2022-02-04 03:52:11,16.8634,-99.8901,74.52,71,0,5.28
524,Kazanskoye,RU,2022-02-04 03:53:27,55.6448,69.235,21.67,81,100,14.29
525,Vostochnyy,RU,2022-02-04 03:53:27,55.8167,37.8667,19.67,98,98,2.77
526,Te Anau,NZ,2022-02-04 03:53:28,-45.4167,167.7167,48.38,97,100,3.69
527,Lucea,JM,2022-02-04 03:53:28,18.451,-78.1736,75.06,81,2,9.69
528,Kahului,US,2022-02-04 03:53:13,20.8947,-156.47,79.86,64,0,17.27
529,Sao Borja,BR,2022-02-04 03:52:03,-28.6606,-56.0044,71.94,95,83,10.78
530,Shellbrook,CA,2022-02-04 03:53:29,53.2168,-106.4011,-22.77,99,7,6.8
531,Kumphawapi,TH,2022-02-04 03:53:29,17.1087,103.0149,78.1,48,37,7.16
532,Oranjemund,NA,2022-02-04 03:53:30,-28.55,16.4333,63.23,82,3,19.75
533,Harper,LR,2022-02-04 03:53:30,4.375,-7.7169,77.18,85,16,2.17
534,Corner Brook,CA,2022-02-04 03:53:09,48.9667,-57.9484,32.16,98,100,3.71
535,Aykhal,RU,2022-02-04 03:53:31,66.0,111.5,-17.7,100,100,2.59
536,Sechura,PE,2022-02-04 03:53:31,-5.5569,-80.8222,71.42,80,76,11.3
537,Tres Arroyos,AR,2022-02-04 03:53:31,-38.3739,-60.2798,63.82,87,12,5.93
538,Vardo,NO,2022-02-04 03:53:32,70.3705,31.1107,14.2,64,100,14.14
539,Vilhena,BR,2022-02-04 03:52:23,-12.7406,-60.1458,67.95,98,99,2.71
540,Tessalit,ML,2022-02-04 03:49:13,20.1986,1.0114,55.04,19,0,12.26
541,Zenzeli,RU,2022-02-04 03:53:32,45.9241,47.0474,34.68,78,100,8.3
542,Malanje,AO,2022-02-04 03:53:33,-9.5402,16.341,61.54,97,100,1.36
543,Tezu,IN,2022-02-04 03:53:33,27.9167,96.1667,70.63,33,62,2.15
544,Kirksville,US,2022-02-04 03:53:33,40.1948,-92.5833,9.12,72,0,8.01
545,Sangueya,GN,2022-02-04 03:53:34,10.7,-14.3667,70.14,94,0,2.66
546,Gamba,GA,2022-02-04 03:53:34,-2.65,10.0,73.81,89,100,3.09
547,Douglas,US,2022-02-04 03:50:20,41.3,-96.167,11.5,51,0,0.0
548,Hauterive,FR,2022-02-04 03:53:35,46.0901,3.4459,41.02,85,74,3.83
549,Norrkoping,SE,2022-02-04 03:53:35,58.5942,16.1826,36.41,91,100,8.05
550,Opuwo,NA,2022-02-04 03:53:35,-18.0607,13.84,62.96,57,3,4.47
551,Bow Island,CA,2022-02-04 03:53:37,49.8668,-111.3684,6.06,78,99,0.0
552,Mackay,AU,2022-02-04 03:53:37,-21.15,149.2,81.68,78,75,14.97
553,Myitkyina,MM,2022-02-04 03:53:38,25.3833,97.4,69.55,44,47,3.87
554,Xiangxiang,CN,2022-02-04 03:53:38,27.7333,112.5333,44.96,69,100,5.12
555,Kaitong,CN,2022-02-04 03:53:38,44.8135,123.15,8.19,68,15,7.61
556,Shiyan,CN,2022-02-04 03:53:39,32.6475,110.7781,45.41,40,62,3.91
557,Bilma,NE,2022-02-04 03:53:25,18.6853,12.9164,50.23,34,0,11.36
558,Vad,RU,2022-02-04 03:53:39,55.5301,44.2114,18.43,90,100,10.36
559,Ongandjera,NA,2022-02-04 03:53:40,-17.8833,15.0667,69.67,49,45,7.72
560,Izhmorskiy,RU,2022-02-04 03:53:40,56.194,86.6414,10.42,94,99,9.04
561,Skopje,MK,2022-02-04 03:52:29,42.0,21.4333,27.16,86,40,0.0
562,Shenjiamen,CN,2022-02-04 03:53:40,29.9576,122.298,44.98,61,98,15.5
563,Bangassou,CF,2022-02-04 03:53:41,4.7413,22.8184,70.7,37,99,2.66
564,Bintulu,MY,2022-02-04 03:50:38,3.1667,113.0333,86.41,74,40,5.01
565,Bathsheba,BB,2022-02-04 03:53:41,13.2167,-59.5167,75.81,73,20,11.5
566,Saint-Denis,FR,2022-02-04 03:53:42,48.9167,2.3333,46.56,93,100,4.0
